formula,spacegroup
CeHgAu2,219
Ta3CoS6,179
Rb2NaNdF6,219
Li3Ti2Mn3O10,1
LaMg2,11
K4UC3O11,14
K2HgRhF6,219
W2C,59
LiMn3Al2(HO2)6,8
Er2FeC4,71
Li3MnP2O9,0
U8MnS17,11
Li2Cr3NiO8,77
Nd2EuS4,120
P4PtF12,211
YbEuPt2,219
Pr5Mg41,86
Sm2MgMo2(I4O15)2,0
PrZnAgAs2,154
Na10Ca6Hf2Si3(S3O16)3,0
LiNbCrO4,73
V(CrTe2)2,7
La9Ce3Si8(S8I)4,0
CrCl3,151
Pu2B6Ru,54
NaCd4(PO4)3,61
Te6Mo3WSe2,154
BaLiCrF6,13
Na5LaO4,58
Na14Y3Ta5(SiO4)12,0
BaTl4,11
Rb3InF6,219
KFeP2O7,13
CaCoAs2O7,13
Hf2Bi,11
Al2PbO4,39
MnAlF5,70
Ni8Ge2B3,58
TbCl,164
YGaPd2,61
ThV2PbO8,1
Li2PmIn,219
AgBi3PbS6,35
NaPrO2,139
SmInIr,186
Er2CuAu,219
V(CrS2)2,7
V(FeSe2)2,11
YFeCo3B,188
MgInRh2,219
Ba2YFe2F11,143
LiSn4(PO4)3,159
Li5V3P8O29,0
YSiNO2,62
RuF6,61
Ca(MoO2)2,62
Ho3GaS6,35
Cr3SbAs2,5
Na3Sc2Ga2P3(SO8)3,0
Ca5W3O14,60
Na11Mn24O48,0
Li5VP2(O4F)2,141
MgTiMn5(PO4)6,0
Ti4NiBi2,138
UH12(ClO2)3,12
CdH10S2(NO2)4,1
Nb3AlCo8,158
Li3V3P8O29,0
YVO3,182
BaCu(SeO3)2,14
Li2MnFe(PO4)2,25
Y2Bi2O7,11
K2YTlBr6,219
Dy2(SeO4)3,14
SrMg15,184
Na5Mg5In3(SO4)12,0
Na2Cd2Fe(PO4)3,4
Na3Hf3GaSi3(SO8)3,0
Ta2ReOs,219
Ba3(BrO)2,61
PuZnAu2,219
Y2Pt,61
PrGe2,139
Na14Ti8Si11SO48,0
Ti2CoO5,0
Tb(GaCo2)4,137
In2CuAgSe4,81
SmH6C2SNO9,13
PuSb,219
TlPdPb,68
Ni16GeP5,1
MnV(PO4)2,10
EuH6CI3N,8
Sr3Co2Cl2O5,137
MnBr2,162
LaSeCl,61
Ca3Ga2(GeO4)3,224
Ho(Co2B)6,164
SrAl2Au3,61
Mg2AgIr,219
Ca2SmYMn4O12,5
Hf3N4,221
LaMgAu2,219
Rb2NaSbF6,219
Pr3(Al3Os)4,191
TaSiRu2,219
Na15Cr7N19,1
SmTaO4,35
KMgIn(MoO4)3,4
AgAs(S8F3)2,14
Si2Ru,63
TeBrO3F5,13
HfZrN2,164
KCaCl3,215
NdScGe,137
CeHfO4,14
LiIn2Ru,219
PrPOsO,127
Sr(H8O5)2,0
La5FePb3,190
FeCo5O12,11
Tm(HO)3,13
Cd2InCuTe4,119
Li8FeO5F,170
U(Fe5Re)2,70
Ca3Sc2(SiO4)3,224
HfTiC2,164
UFe2,221
MgMoF6,146
NaYbS2,164
LiTl,63
TiH,219
ZnSnAs2,113
Ba2CaCu3F14,14
CsNaS,127
InCl,62
BaSrCoWO6,210
Li2FeF4,3
BaLiRu5O11,191
PuAl2,221
Te6Br2O11,62
CaThI6,161
Li7Ti16O32,7
SmV2IO9,56
TiAlCo2,121
TbGa,62
Mn3B8Mo3,24
Li2VO2F,162
Y4Ga21Ni10,11
Ti4Si4Ni,61
ScGeRu,186
Ti2TcIr,219
Yb3Zr,191
Rb2NiAgF6,219
Nb3Te,217
Ce(Mo3S4)2,146
Dy(FeSi)2,137
Ca(ZnSb)2,162
Na6Ca4Ta2P6(SO12)3,8
ErInPt,186
Tb12Al7Si,138
Sm11Sn10,137
MgSn3,24
Ag7Sb9O25,158
Li2MnF4,33
Fe4(PO4)3,14
HgPtO2,11
Na4(NiO2)9,1
Te4Mo3WSe4,154
Na10U8W5O44,14
Li2CoNi(PO4)2,10
SnS,38
MgSn,164
Na12Mg4Nb2Si3(PO6)6,156
LiCu(PO3)2,20
PmZnHg2,219
Li4V2Si4O13,32
NaHo4Ge2O11,61
Li9(CoO4)2,4
Li3VS4,42
Li4Mn3O7,11
Sm23Mg4Ni7,183
CeThSi4,117
NiS,158
LiMnPO4F,1
CaMg30CdO32,121
K3SrPCO7,10
SbCl2F3,13
TiCrAgS4,9
LiNdO2,13
Fe(PO3)3,8
Na4Al3(SiO4)3,212
TmZrCo2,219
CrSO4,61
Na3TiCl6,13
Rb2ScTlCl6,219
TiCrP2,162
Mg14ZrGa,184
LaSnPt,61
AlPH8(CCl2)2,13
CaSbF5,8
HoCuPb,191
NiH2SO5,14
EuNb8O14,54
TbSmRh2,219
Cs2InHgI6,219
V3(SbCl12)2,133
LiCo3(P3O10)2,19
LiNiO2,73
Er9B5S21,144
K2Sc2Mo(PO6)2,0
Li7V6(OF)12,0
LiMg14Ga,37
Li7BiO6,0
MgMo2O7,13
Ba2Mg2MnF10,11
ZnBi6P2(O7F)2,14
YbAlCo,37
MnTc2Ge,219
ZnGeRh2,219
Li3BiS3,32
CaAl2B2O7,165
CsRb14Tl27,186
CaMg6Cd,37
Pr4In8Ni7,64
Sc2B6Ir,54
Li7Mn2(CoO4)3,11
Li4TiCo3O8,11
LiNi2Sn,219
Ho2Ru2O7,221
Re3N,184
LiCo5O5F,154
TaSe2,184
MgTi,58
Cr4AgBiO14,78
Ga5Ag13,0
GdAgGe,186
Tm2ZnRu,219
Ba2CoWO6,219
Te2Mo3WSe6,154
Sr2CuTeO6,86
Sr3Er2(GeO4)3,224
DyHO2,30
LiYSe2,121
SrPdO3,215
NaNd(GaS2)4,69
ZrNiP2,127
Na3Ag3W2(OF)6,146
ErAlGe,62
LiMn2P2(H2O5)2,0
CaFeReO6,6
Ca4YB3O10,7
LiMnF3,61
YSO4F,61
NaSn2Pd3,180
Er12Co5Bi,70
Re3Tc,191
CeBi2Au,127
TbCu5Sn,61
Li2MnV4CuO12,4
Ca2Pr19(CoI12)3,1
SrVClO3,61
Ba2YNi3O7,64
PaCo3,215
TbHoCo4,210
FePH6NO5,6
Na2NdN5O16,12
Tm(SiPd)2,137
SrSn(BO3)2,146
CaMg30SnO32,121
Li32Ti13Cr3O48,0
CaAgO2,121
MnSeO4,61
Yb3N2,165
NaMgCl3,146
TbHoO3,61
Li4Mn3CoO8,1
Li2VO2F,10
Ni2W3N,207
LiFe(PO3)4,18
MoW3(Se3S)2,154
CsN3,121
PrCd2,188
Na2NiPCO7,0
LiTiP2O7,13
BaNaP3H3(NO2)3,11
Li4Ti3Mn6O18,25
CoH12SO10,14
BaMg2V2O8,140
SrAl2B2O7,153
CaBeGe,184
Sr2TaMnO6,11
Li(MoSe)3,173
Ba2NbFeO6,219
Ba(LaS2)2,120
Mn5H8S3O16,10
SrNdEuSbO6,1
Al3GaN4,5
NaMgPH12O11,129
SnO2,59
GaAs(H2O3)2,60
HoLuPd2,219
TaSi2PH18C6(NCl3)2,13
MgHg3,43
KMnF3,61
La(ErSe2)2,120
LiSm4(Mo2O7)2,144
Th2Fe2Si2C,11
CsV5Se8,11
CdRh2Pb,219
Y2Ge5Ir3,71
Eu2Re6S11,165
In2S3,8
NaLiCO3,186
Ba4Na2W2O11,37
In5CuTe8,4
K2ScInBr6,219
CeNd3,215
Ca2Ta10Si9(SO8)9,0
Zr3GeO8,119
ErAu,215
HfSe3,10
AlPt3,138
Tm3AlNi8,191
Zn2P2O7,56
RbMg30GaO32,121
Ba2CoMoO6,137
YZr5O11,5
Tm3(Al3Ru)4,191
CsUVO6,13
LiV(CO3)2,3
La(AlGa)2,137
ZrTi2O,64
CoH9(CN2)3,146
LiVO2,73
BaNa2O2,13
GeTeRh,60
Ba2PrIrO6,126
Y2Fe17C,11
Ca4SiN4,13
LuBe13,220
Na3CrF6,219
Dy(Zn10Ru)2,221
Rb5Au3O2,54
Tb5BiPt2,138
LuB2C,54
BaMn4O8,1
GaCuGeSe4,81
TmBrO,58
NdBrO,127
YbNdHg2,219
Na3HfZn(PO4)3,8
Mn(InTe2)2,61
Li2CuSiO4,13
TcCl4,60
Cu10Sn3,170
SmTlCd,191
Li9Co7O16,1
Mn2OF4,3
Ti5As3,190
K2Na6V5Mo3O20,0
Rb2YInI6,219
Tm2Mn3Si5,126
LiMnF3,61
Sm4EuS5,164
BaSr3Mn3O10,11
Na14Hf4Mg4Si7S5O48,0
AlTlF4,138
Mn2SnS4,64
Cu2P3O10,10
Na3Li3Mn2P2(CO7)2,0
Tb5Tl3,138
LiV4O8,11
TlV2SbO8,61
Li5TlO4,135
Li4MnCrO6,0
Na6Ti2O7,11
Tb3Dy,137
Li2CoBO4,13
RbEuCl3,215
CsUP3O11,13
Li6Ni3Sn(PO4)6,0
CsHoCoSe3,62
Ce8Pd24Pb,215
YZrRu2,219
GdS2,13
Li8Mn5Fe3(BO3)8,0
BaMn8O16,12
DyP5O14,61
Tl2TeO6,148
DyHg,215
Al4Ni15Sn,121
Th3Sn13Ru4,217
U(Ni2P)2,134
V6PbO15,13
Er12(OsC3)5,186
Ba3IrN3,173
Na5Bi2As(CO4)4,42
KH(IF6)2,138
TbMgCd2,219
Na4Mg3ZrP2(SO6)4,0
CaTa2Bi2O9,1
LaMgTl2,219
Na7In2Ga2SiP5O24,0
SmLuZn2,219
Hf3Ni7,1
TiFe3Cu2(PO4)6,144
YTmRu2,219
PaTe2Au,219
LiMn2O2F3,4
ScAu,215
Na2TaAl3Si2(SO6)4,0
HoCoRu,73
Zr2InCo2,125
RbF3,3
LiV6O7F5,0
Li15Cr2N9,32
K2Ca(CO3)2,164
SmAgAu2,219
Na3SbH30S3N10,13
Rb2O,219
Li9Mn2Co5O16,0
Er2TlIn,219
LiNi(PO3)4,14
Li3V2P4(HO8)2,0
CaSi2,164
K3SO4F,138
TaSn2,69
Lu5(In2Pt)2,54
PuAl3,191
Pr2MgNi9,158
La7ZnNi2,125
Cs4U5O17,59
MoS2,184
In(IO3)3,170
Sr2NiN2,137
Dy4In(NiGe2)2,11
Ga2Te3,43
Sb2Pt3,71
MgNi2(PO4)2,14
Te4Mo(WSe)2,184
Ce3Co8Si,191
Ca2BClO3,13
Ti3Fe2Sn(PO4)6,144
MgNi2Sn,219
Tm6FeSb2,186
LaFe12O19,191
KAlSiO4,3
Dy3(Al2Fe)2,1
Mg14CuNi,37
LiAl(SiO3)2,0
Ca5As3,190
NdSbPt,183
In2Ag,138
VPO5,32
Cr2P,43
LiFePH2O5,32
Na5VO5,14
LiMnF4,139
BaNb3NO7,7
WSe6ICl6,1
Y2Co12As7,171
V2Se3O11,13
Sr4Ca4Mn5Fe3O20,0
LiNiP2O7,3
MnCoGe,191
Nd4(ErS2)11,11
ErFe2Co2B,34
Na2Hf3Mg5(SO4)12,0
Sr4Ca4Mn7FeO20,0
LaCeN2,164
UAlFe,37
Cs2K2Pd2N8O25,14
Co5B2P,138
MgV3CrS8,158
BaMnAlF7,14
K6Bi6O19,4
Li5Mn2CoO8,1
Nd2Ga2Co15,164
Mg2Nb10Si9(SO8)9,0
Ba2CaSeO6,219
MgNiF5,13
Ni(PO3)3,55
Ca4MgAl3,56
K3Sb5O14,31
Na3U6AlF30,163
K2NiH8(CO5)2,13
Li9Mn2Co5O16,7
Ag2HgSI2,35
Co2SbO6,63
Ce2MgS4,120
TiZn2O4,93
Sm5Si3NO12,173
Sc2CoB2Ir5,125
LiTi2O4,9
Zr2N2O,0
SmMg2Cr3S8,164
MgBi,58
YbCu5,188
Li9Mn2Co5O16,0
Na6Hf4Si5SO24,0
CsGd(PO3)4,13
Cs2KMoBr6,219
CsCoPO4,13
Li4V3O8,146
CeUZn17,158
SmAgO2,191
USi8H56(C4N)4,14
Ho3Ni,61
Rb3PdF5,125
Li2Mn2(SiO3)3,61
HfMgPt2,219
Mg2Cu,138
K2As2Pt,62
SrAlH5,18
Ti3Sn5S12,5
TiV3Sb2(PO4)6,144
Na6Ca8Nb16Si15(S7O48)3,0
H5NO,18
Al,191
MgMn3NiO8,164
La2B4Rh5,68
Sm2Fe15Co2,7
SiRu2,61
BaCuS2,121
Te2W3(SeS)2,154
Ca3Tl4O9,7
K2MoO4,11
LiCa2Hg,219
SrCaLaBiO6,116
Na3MgSn(PO4)3,8
CsNbN2,221
US2O9,28
Ba2ZrTiO6,219
SiO2,137
Rb2Be2O3,61
Ba2GaSbS5,61
TbMgRh2,219
EuICl,61
SrLaEuNbO6,89
LiFe(SiO3)2,19
Na2Te,219
K2CuP2O7,61
PrPb2,139
Li6Mn5CoO12,1
NdZn3,61
Nd2CdAg,219
K2Li14Zr3O14,70
Mo3W(SeS)4,154
DyIn2Ni,62
Ba6Br2N3Cl,11
LuNbO4,14
YAgS2,3
RbCuO,117
Ce5Co19,164
GdSi2,139
Cs4Sr(SnSe3)3,144
ZnTe2O5,131
RuF4,13
Mg30TiNiO32,121
EuCdAu5,117
Li3V2F12,13
Na2LaNb3Si2(PO6)4,0
Ba3(LaI6)2,13
Ba2LaCu3O8,121
RbSbBrF3,1
FeTe,127
Li5CoNi9O20,0
Li2Cu(PO3)4,1
PrSiAg,107
Tb3NbO7,19
VFe7(PO4)12,0
ThIr2,221
Ba2SmMnO6,219
MgAu2,62
Mg14ZrSb,37
V5NiH20NO22,1
TmGePd,11
NaInBr4,18
Li5Fe2Cu5O12,4
FePd3,164
Sr9Cr5O18,35
Na3V2P2O10F,5
Ta2O5,58
Sr2TaCoO6,219
K4Na4NbW7O24,97
CsRbMnF6,210
Mg(CuO2)2,139
PmPd2Pb,219
AlVO4,1
K6Nb4S25,13
Eu(BO2)2,59
CaMn2(P2O7)2,0
Ga2RuPt,219
Li7Co5O12,1
ScZnCu2,219
MnPO4,1
FeSbTe,13
Cs2U(N2O7)2,13
Li5V3P8O29,0
ZnSe2,202
Na2MgGe3P4(SO12)2,0
Rb6Pb5Cl16,11
EuCu3Pd2,188
Li3Ag2,121
Er17(TeRu2)3,1
Li2CrO2,11
BaTbAgS3,11
CsPbCl3,215
Ba2TbSnO6,219
CaLaGa3S6O,3
ZnFe3C,215
Sr2CrSnO6,219
CoTe(PbO3)2,11
EuMgAg,61
Cs3Ca2Cl7,137
MnFe3,121
LiMnOF2,1
SrLa9MgGa9O29,0
Hg,215
Li5Mn2CoO8,11
Hf2MoPt,219
Li47Mn5As19,158
Ba3Na2Cr4F20,13
Ti2Te3,146
LiMn3O4,1
ErSnAu,210
Li4Mn3Ni3(SbO8)2,7
K2LiInCl6,219
Ba5Er2ZrAl2O13,191
Er2Mo3H2Se2O17,10
Y5Ir3,128
Li5SiP3,8
SbH7F11,0
BiH16C4N2Cl5,13
Li3Fe4(BO3)4,0
Mo2NCl8,12
Cs7Fe4F15,13
Li4V3P8O29,0
Li6MnV3(PO4)6,6
Li3Tb3(TeO6)2,224
Na8Zr2Sc2Si5SO24,0
LaMg14Cd,37
Co(SO4)2,144
RbY(MoO4)2,14
Li2Fe(PO3)5,6
Pr(In2Pd)2,25
TlCu3S2,11
VCu(PS3)2,0
PmSe2,127
Na21Ta4Zn8Si3(P5O24)3,0
LaSi2Ni9,139
EuInAu,61
CuPdO2,46
TmB2Ru,61
Eu2(Ga3Ir)3,62
ScNiSb,210
TmAsPd,61
CsZnPO4,61
RbTlF4,56
ZrRh,50
BaIn2Pt,62
SbH(OF3)2,1
LiSiBO4,81
P2Pb3O8,145
Li3MnF6,13
Li3V4(PO4)6,0
SmAsO4,87
K3Rb,137
Dy(MnGe)6,188
Cs2LiF3,62
Mg4Zn7,4
TeP4H26(NO5)4,13
KWO3,215
Cs2RbNdCl6,219
V4(CuO4)3,201
Al2FeNi,121
VAgO3,14
V7O13,1
Re2P3N2(Cl5O)3,1
LiCoP2O7,6
V6O7F5,0
ZnH20S2(NO7)2,13
VOF3,0
W(OF)2,25
LiMn4O8,11
ZnFe4CoO8,158
MnFeCo(PO4)3,5
NdAlCu4,184
Ta2O5,54
Li4Co(PO4)2,13
Mg14ZrCu,37
Li3Mn2(P2O7)2,6
YTlS2,164
ThH2,219
Na6Ta3Ga(SiO4)6,0
Li4Cr3O8,164
Na4V2O7,14
VSnRh2,137
MgTe,210
Na6Zr4Ga4Si5S7O48,0
Lu2FeB6,54
BaTi2Fe4O11,14
RbAl(H2N)4,84
Mg(AlC)2,162
Zr5(VSb3)6,120
BaLi2Mg(PO4)2,145
LiMg6Cu,37
NaYF4,0
TbSe,219
CeInPt4,210
Li3Co4SnO8,1
RbP(HO2)2,120
LiLa8V8O32,0
PrNiSnH2,191
Ba2LiLaCu3O7,7
TmCu(BO2)5,71
CrHgO4,13
Li2BiAu,219
Ni3Se4,11
Na4CaZnP2SO12,0
InFe(CuSe2)2,119
Pr(Al5Fe)2,62
Li4Co3Ni(PO4)4,5
UTe6(OF5)6,11
Mg2Mn3O8,11
Ca2Sn3S8,164
LaCoO3,61
La2Cu(SeO3)4,13
Li5Mn(CoO4)2,7
AuI,136
NbAlCo2,219
MnTe,210
Li3MnCoO5,1
La(WO3)11,1
La2Ti3(BiO6)2,137
Li3Cr2(PO4)3,4
Pr2Mg,62
Ba2Si3Ag,69
HfAu9,11
Sb3Au2Xe2F19,1
BaLaCl5,13
RbFe(SeO4)2,148
Cd3Ag,184
P4H3(WO8)2,0
Li13Mn6(PO4)8,0
K3(FeSe2)2,61
YOF,210
Li2CuS2,130
Ba3SnP3,13
Ta(CoTe)2,61
LiMnO2,14
Zr4(AlC2)3,191
CsScAs2(HO4)2,1
MgTiFeO4,0
Ca4Ga3FeO10,13
TiZnO3,1
Na3TiSi2GePO12,0
SrV4(Bi3O10)2,1
V5P3,190
Li3Ti2(PO4)3,12
S,3
LiMn(Si2O5)2,128
Na6NbIn3Si2(PO6)4,0
Li6V3P8O29,0
Na5NbGa3SiP5O24,0
TaNiTe5,62
Li4Mn13O24,0
InBiSe3,158
Cu3(Mo3S4)4,0
BiIrSe,195
DySbO4,1
Ba2TiFeO6,154
Tm5(In2Pd)2,54
RbNdF4,61
Li5Co3O8,1
Ba2La3Ti2Nb2O15,163
Li3Mn3(PO4)4,6
K3HoCl6,219
MgTiH4,121
Li7Mn5O12,1
BaCa2I6,148
Na4P4H10N4O11,1
MgTi2O4,91
In2BiSe4I,61
Ca4MgSn3,138
Li3CrSiO5,1
Li2NiSnO4,73
UTe,215
VO2,13
Mo15N16,8
Cs2KTbCl6,219
PaInTc2,219
Sb3Au3F22,6
CrCu(PO4)2,10
Y2RuAu,219
LiLaMg14,37
Rb2CuCl4,137
K2DyPCO7,10
Zr2N2O,0
Sr5CaAl2(O4F)2,41
Mg15Bi,184
La2ZnRhO6,13
Ca(H8O5)2,6
HfScP(SO6)2,8
SbSeCl9,10
Na3Mg,191
Na30Ta4Zn20Si9(S3O16)9,0
LiCo(CO3)2,146
Dy(GePt)2,127
Sm6InFe13,138
NaMg30SbO32,121
LiHo2Ir,219
BaMg30MnO32,121
BiKrF7,13
Ti3CoNi2(PO4)6,144
La3Mn2Sb3O14,164
NaMg14TiO16,121
Si,217
LiFeAs,127
RbV4O10,11
Al15Fe9O32,11
PuPd3,215
Na3Zr2Al2P5SO24,0
LiGa(WO4)2,12
BiSbSe3,61
Tl3In,64
La2TiCrO6,1
LaGe3Ir,105
Eu2Ni3Sb4,113
CrSBr,58
SO2,40
EuZn,215
LiYb2Al,219
ZnCu2Sn(SeS)2,41
BaMgO2,150
RuBr3,190
ZnCu2SnS4,81
Li3ScF6,163
Li3Bi(BO3)2,13
Ba3La3Ti4NbO18,158
ZnFe(Mo3S4)4,146
Mg2Cd,62
AgMo6(SeS)4,0
Mg5Zn,7
PuBi,219
LaPt2,221
Mg2Al2SiH4O9,3
Ca4Mn3SbO12,1
Li3MnPCO7,13
Rb2AgAsBr6,219
Li4V7(PO4)6,7
Li9Mn2Co5O16,7
Li5Fe8(BO3)8,0
SrLiFeF6,13
NaHoF4,121
H6C2SBr2,13
Fe11Si5,215
Sr2H6Pt,63
CsPr(SO4)2,51
LiVSiO4,195
Co2As,186
Sm10As8Au3O10,86
BaLaI5,13
K2Cu(PS3)3,13
Cr3WO8,183
SmSnRh,186
P3H22C3N9O11,13
Na2ZnPO5,13
Rb2PH6(SO)3,13
NaAlH2CO5,45
Ho9Sb5CO4,84
K2YTi(PO4)3,195
Mn2Zn(PO4)2,14
SrLaTa2(NO)3,0
TcN,210
Li6CrS4,135
TmTc2,191
Al6Tc,62
FeSCl7,13
Ca2MnSbO6,13
Ba(AlSe2)2,65
Hf3N4,164
CrTe2,162
Li3Cr(Si2O5)3,61
Ga2Se2O7,55
Li6V(BO3)3,13
K3IrF6,1
Rb2Pd3S4,7
ScTi4(NiSn)5,158
Na14Ta4In4Si11SO48,0
CoP4O11,13
Mg8B5IN10,73
Li3VOF5,6
BeF2,164
Li4Cu3SbO8,164
Ni(PO3)3,18
GdAlNi4,64
Er2Co3Ge5,14
Mg3Si4(AgO7)2,14
Na6Hf2Zn6SiS11O48,0
ErAlGa,184
Te2Mo3W(SeS2)2,154
AlB5H16(NO7)2,19
Lu(CoB)4,135
ThCd5,191
Mg3Si8Ir3,210
Sr4La(CoO3)5,11
TlBi(SO4)2,14
Zr54Os17,70
Yb5P12Ru19,186
BaCuAs2O7,13
SnH16Se3N7,1
Fe3SnC,215
Zn(FeO2)2,0
LiMg14WO16,121
Ba(SiIr)2,13
RbFe(MoO4)2,162
Cd2P2O7,1
SnP6(WO8)3,144
K2RbBi,219
Ce3AlCrS7,170
ZrBe5,188
Na2Ti2O5,13
SmCuGe,184
MoW3(SeS)4,154
Li12Mo5O17,1
Li3Ni2(PO4)3,4
Lu3AlN,215
Ba3Cr2O8,8
NaNpCO5,30
Mg7TiH16,219
Cu8SiS6,30
Sm2Ge5Ru3,71
Ba2DyUO6,219
LiMnH4(SO5)2,0
LaAs2Pd3,11
EuCdPd,61
Fe2CoO4,7
DyGeAu,183
Y3In2(GaO4)3,224
Li2Ni3(P2O7)2,1
EuTlPS4,61
Na2H4(SO4)3,32
Ce2Si5Ni3,71
Pm3Si,215
NpF5,86
Si5Ir4,10
Sr3La21Zn2(Cu5O24)2,5
Na12Mg10Nb2Si3(S5O24)3,0
Na3HfAlSi(PO6)2,8
TiBeCo2,219
K2Cr2AsHO10,142
Nd3SiS6Cl,61
Ca3(GeIr)4,211
Na3Li2Al(SiO4)2,63
Ba5B3ClO9,19
Nd3Ga,215
HoGa4Ni,62
Co(BW)3,62
SmSn3Ru,217
Rb2CdSiO4,19
Li11Ge6,62
CsGd2Cl7,61
CaMg30FeO32,121
SrCaYBiO6,1
Mn3O5F,11
Li4Mn2Ni3Sn(PO4)6,0
NiTeO4,9
MgH12S2O9,61
Li3Pt,137
CdI2,154
NaVBP2H3O10,14
Li2Co(PO3)4,14
Li2TiFe3O8,1
YbAlZn2,219
YB4W3,24
KLiH4S2(NO3)2,3
CsSm2CuSe4,62
LiNiPO4,13
K3P2H(O3F)2,8
NaCr2O4,61
BaHf(SiO3)3,185
LiSmGe2,61
YHoC4,121
Na2BeF4,61
BaZn2(AsO4)2,13
Li2V(PO4)2,13
NdAl4Ni,62
Li32Mn13Cr3O48,0
LiMg2Pb,219
BaYCoCuO5,127
MnNi3O4,64
LiFe(SiO3)2,87
Sr2CaMoO6,58
MgMnPO5,8
Li5Mo2P5O18,1
In2Si(AgSe3)2,8
K2In2Sb3,13
MgFe4(PO4)4,1
Pu2SiO10,139
Ti4NiS8,11
PH3,0
Cu3Si,137
TmB2Ir3,188
KTm2Cl7,13
LiCoPO4,6
BaNd(SnS3)2,25
Hf2N2O,0
ScF3,153
PrSb2Pd,127
Mo3Pt2N,207
Sr2YCu2PbO7,121
K2NdPCO7,10
CsTi2Cl7,12
Na4Mg3SnP2(SO6)4,0
Ti24Pb19,9
VP4,14
LaTe3,62
Al13(CuSe8)3,7
Lu3Th,137
HfF4,14
Mn3VP4,5
LiNbVO4,73
La2B3Cl,171
TiZnO3,146
YbCdPd2,219
PuGa4,73
Ca4As3,54
SiC,158
CeAl4,137
K3Cu(NO3)5,13
Ho3(CuGe)4,70
P4N3Cl11,12
Sr2LiCBr3N2,221
Nb6InSe8,171
Cu3Te2(BrO3)2,11
Eu2C(NCl)2,11
MnTlCl3,61
Si3As4,209
Ti8Cu3Ni,121
Hf2Al3Cu,164
Cs3As2Cl9,162
Pr2AgHg,219
Rb2YCuI6,219
MoWSeS3,154
U7(Se6O)2,171
Te2MoCl12,146
Ba2YV3O8,64
Mg7Sn,184
Ca2AlP3Pt7,117
SmInPd,186
Li4Ti3Mn3V2O16,7
Ba4CoNi3S8,37
CsSb,13
Li2Ti3NbO8,164
Ti3Sn,191
Ca4Ta2O9,13
MgGeO3,60
Li2MnV(P2O7)2,3
Li6V3P8O29,0
Dy2AgOs,219
Rb2Te(WO4)3,183
K3SbSe4,159
NaTi2(PO4)3,165
BiPO4,13
Mn7(PbO5)3,35
Fe3SiNi,195
BaEu3,219
LaSCl,56
KRb2MoF6,219
LuAsPt,191
VFeP2(HO5)2,1
Y2TeO6,18
HoMgAg2,219
RbVOF3,54
Na3Cr2(AsO4)3,224
Sr3CaHf4O12,5
SmSnPt,186
K9Eu3Si12(O16F)2,1
CaGa3Co2,62
La4Ti5(TeO8)3,0
LiCo2CuO6,7
NaSb3O8,71
Cs2TaAgS4,69
Li8MnO6,182
CeTlPd,186
TiCo3,191
SrGa4,137
Li2PNO2,35
Na3H12Ru2(C2O9)2,0
ZrCrCuS4,9
BaSrSmSbO6,1
Li3V3P8O29,0
LaNi3,164
Na3Ca2Ge2P3(SO8)3,0
BeBr2,71
Sm3Dy,137
Li9Mn7O16,1
Ba(AuF4)2,81
Nd(Ga4Fe)2,54
Li3Cr3(PO4)4,0
Li2Ti3CrO8,183
Lu2Sb2O7,150
Pm2CdHg,219
Li4TiNi3O8,1
GdAl3Cu,105
PrCoP,127
CeCrB4,54
CsAgBr3,215
Ba10V10O29,0
Tm4CdPd,210
Ca(BH4)2,14
Gd3I,215
Li3Ni4O4F3,137
Lu2InCu2,125
Mn19Fe17O48,11
Cs2KTlCl6,219
AsRh2,61
ScGaIr2,219
NOF,18
K3Na(SO4)2,162
U(SiOs)2,137
Ta14(CuS8)3,0
Ca6Te5N2O21,13
Sm2Fe12P7,171
ScP2O7,3
U3Fe2Si7,64
Pr16Re25B24,11
Co3NiO8,164
NiF2,57
K3NaZr2(SiO4)3,165
Sr2LuBiO6,13
Li4Nb3V3(SbO8)2,7
ThIr5,188
SrEuNbVO6,210
VH6SO10,1
Li2V(Si2O5)3,8
Tl2Cu2S3,61
Li5Mn2CoO8,9
Na7Ti16O32,119
Sr5Co3F19,86
Er8Ga3Co,183
Sm3SbO3,11
Cu27Se20,158
Cd3(PO4)2,63
Li4V3CrO8,1
MnP3(HO2)6,12
Cs2KPdF6,137
ZrTiAu,37
Gd2Al3Ge4,63
LiCr3Ni(SO4)6,0
SmAgAs2,61
LiMn7O12,4
GaAg3,184
Li2Ti2FeO6,63
La2MgSi2,125
Li4V3P8O29,0
Sr3Li3(NiN)4,70
NaCu5Se2Cl3O8,61
Bi12BO20,194
CuTe2O5,13
Cu2AgH(SO5)2,11
Y(SiIr)2,127
Ca(GaP)2,191
Na2CrF4,13
K3Sm4(CuTe2)5,30
CdI2,164
Pd(SeCl3)2,14
Fe3Si,121
ZnH8C4(N4Cl)2,13
LaCo5,188
Er25Ni49P33,184
DyIn7Cu5,43
Li4V3P8O29,4
Tm2RuAu,219
BiOF,13
ZnP2(HO)4,50
Mn9FeO10,11
MnFeCo(PO4)3,5
Li2Ge7O15,28
Ca2BN2Cl,61
Sr4ZrN4,1
NbP4(S2Cl)5,1
LiMn2F6,11
K2RuI5NO,61
Sm3PO7,11
Mg30ZnSiO32,121
Ge3Os2,114
BaSr3Ag4,5
Li4CuF7,14
